Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,GOOG,META,MSFT,GOOG,META,MSFT,GOOG,META,MSFT,GOOG,META,MSFT,GOOG,META,MSFT
Date,,,,,,,,,,,,,,,
2020-01-22,73.94725036621094,220.2818145751953,157.8826904296875,74.80637844327426,221.7050992807162,159.58825090143978,73.89648829768433,220.2419937068497,157.8636299081764,74.19856247091646,221.26716085218317,159.50248582409884,32216000,12212800,24138800
2020-01-23,73.98208618164062,218.7291259765625,158.8545684814453,74.42349979351208,220.45102168291515,158.9307960261722,73.75566532050314,218.2414342292888,157.47297876319968,74.03135994138042,219.7144874693024,158.34957371918256,27024000,11195000,19680800
2020-01-24,72.98979187011719,216.91766357421875,157.25375366210938,74.42225424928164,220.73964680087644,159.62628593530488,72.91713034976826,215.09624613326204,156.69159211003426,74.32745029050261,219.76424815377564,159.60722542232784,35692000,11905800,24918100
2020-01-27,71.35701751708984,213.86207580566406,154.62403869628906,71.56453831893283,215.04649614408382,155.67214929276173,70.7250088867633,211.50319794030844,152.64216609317944,71.21270441236497,212.10038951526025,153.54734458708694,35104000,13810700,32078100
2020-01-28,72.2856216430664,216.7683563232422,157.65396118164062,72.45681549290353,217.7139120923478,157.9397961988569,71.28585563476057,212.51839751638414,155.37671679803938,71.80987814872196,215.1261024276998,156.05321239066768,31548000,13413800,24899900
2020-01-29,72.58769226074219,222.18283081054688,160.1122283935547,72.92608580028646,223.14828178591023,160.78873852015346,71.99598954595203,217.4252548557841,157.87310505454732,72.59615133988797,220.40123432684547,159.92166687049843,21554000,33181300,34754500
2020-01-30,72.4488525390625,208.547119140625,164.6286163330078,72.52051172814387,210.43820039774826,165.8387045815864,71.48143450289146,203.7895427519186,162.73249494656676,71.65859679392226,205.56119177429653,165.8387045815864,26788000,48775500,51597500
2020-01-31,71.37344360351562,200.96287536621094,162.19894409179688,73.15997988949793,207.71107023003282,164.26656684053623,71.08978349020452,200.1168565085857,161.5796153816874,73.09876926273381,207.45228012961394,164.0855428072583,48344000,31359900,36142700
2020-02-03,73.94674682617188,203.232177734375,166.15316772460938,74.14879276125006,204.17771838927396,166.26750175531197,72.60560314729429,201.55010284120308,162.3609242652657,72.75539111013826,202.48569587200018,162.38950777294136,60736000,15495600,30107000
2020-02-04,72.01242065429688,208.845703125,171.62232971191406,73.12863193780154,209.6120953581795,172.11780132594467,70.9788182849418,204.2374172898709,167.99207946247816,72.51006361759383,205.65075434101564,168.782923631767,78660000,19628900,36433300
2020-02-05,72.07013702392578,209.12440490722656,171.41275024414062,72.84695990234495,211.7321100052707,175.5098896225006,71.19080286656136,207.73097818015233,169.99305412087065,72.77629546072534,211.5131407785573,175.34791155321756,39724000,12538200,39186300
2020-02-06,73.46354675292969,209.8609161376953,174.96673583984375,73.7506846735692,210.1993175647181,175.14777437434506,72.13683044795762,208.35798977479377,171.56515378988675,72.17465331733683,209.48269384442835,172.43222543464978,33588000,10567500,27751400
2020-02-07,73.61283874511719,211.33396911621094,175.2144775390625,73.9417784810976,211.82167601050796,176.87239343667386,72.97186983877486,208.94521832110308,173.87099471887296,73.0191465255916,209.31349299116846,174.22354882690465,23446000,12242500,33529100
2020-02-10,75.07839965820312,212.06056213378906,179.79754638671875,75.11920674728403,212.7970963619907,179.93094091327686,73.36850365404892,209.67182628173794,174.60466830003907,73.36850365404892,210.52779274637848,174.91910137097884,28398000,11856400,35844300
2020-02-11,75.08386993408203,206.2180938720703,175.73854064941406,76.12095766481228,209.87087642912405,181.70320278638292,74.92701247452665,205.54127578995926,174.84288539527742,75.23415907769049,209.20402115778077,181.6555587654134,26892000,25030800,53159900
2020-02-12,75.55563354492188,209.7713165283203,175.99578857421875,75.67631590798648,210.2291653444848,177.0820052612557,75.05003268527967,206.42707772617638,173.27071659952438,75.3670279617218,206.87497891987135,176.82473920569333,23352000,13813700,47062900
2020-02-13,75.37599182128906,212.1401824951172,175.04296875,75.9990402732199,213.32460276260556,177.44407017098868,74.8753646334748,208.19875174834357,174.2425870707578,75.27795305804572,208.53716838706288,174.4426861252965,18590000,15396600,35295800
2020-02-14,75.67855834960938,213.17529296875,176.60557556152344,75.67855834960938,213.92177478401734,176.6627425591971,75.01171100956715,211.65247128058152,174.0329443549208,75.4227661008174,212.9961446229473,174.60464340947937,23956000,10741700,23149500
2020-02-18,75.62530517578125,216.77833557128906,178.39688110351562,76.22048572947055,216.95748392814932,178.84470866214195,75.27297766642783,212.39896620575263,176.74850291007436,75.39290828309474,212.5482716903485,176.85331392462334,22414000,15609200,27792200
2020-02-19,75.97465515136719,216.46978759765625,178.9319610595703,76.2441763149109,217.29589599590963,179.7918375754249,75.71139856662336,215.09625614186007,178.15806927957598,75.89403571728414,216.96744216138393,179.67719126094454,18986000,12135100,29997500
2020-02-20,75.54966735839844,213.57342529296875,176.19943237304688,76.12146015343936,217.7437727892913,178.90328619149076,74.98584007034944,211.951066624426,173.027429752833,75.74125716479779,215.50432734792386,178.61665584795566,21932000,13109200,36862400
2020-02-21,73.90544128417969,209.19406127929688,170.62925720214844,75.25429979682976,213.2350290198585,175.32039497528808,73.67304443232248,207.85040309421998,169.34899187667475,75.04603485790187,212.47858437706003,175.0051031422468,34634000,14092300,48572600
2020-02-24,70.74441528320312,199.77845764160156,163.27255249023438,71.50979486204967,202.69470621727362,166.7694109498898,70.23682499273656,197.24041622289212,155.9539946198848,70.96934780847315,200.8533933667213,160.29163161505338,57342000,23080100,68311100
2020-02-25,69.09523010253906,195.84698486328125,160.57823181152344,71.56801479414565,202.5454111618152,167.0464463520378,68.79415826964738,195.03082407389752,160.17694061961805,71.3122301667665,201.30127472961732,166.4349751443764,49566000,21433500,68073300
2020-02-26,69.33061981201172,196.2749481201172,162.58462524414062,70.45131882585119,200.2661472625583,165.53688417349048,68.6249624458566,194.57297809311262,160.71200092942902,69.4779247431001,196.2650004966838,162.14513803050656,44048000,16524500,56206100
2020-02-27,65.59381866455078,188.8599090576172,151.12905883789062,68.26187602826585,194.96115893741018,159.58457252523377,65.5480302915154,188.61108177295628,150.93797683031812,67.78194857537117,190.92020626447123,156.03995536210235,59566000,21682600,93174900
2020-02-28,66.65081024169922,191.567138671875,154.788330078125,66.7408834910293,191.83587637425185,156.41256351779523,63.250415991203695,180.96710310953827,145.224535334962,63.57388465682393,181.84296476728204,145.6162629094059,75782000,32568900,97012700
